what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1408783645537
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1408783645660
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1408783645690
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1408783645713
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1408783645727
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1408783645734
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1408783645734
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1408783645744
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1408783645763
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1408783645886
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1408783645919
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1408783646007
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1408783646018
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1408783646116
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1408783646130
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1408783646141
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1408783646199
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1408783646206
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1408783646208
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1408783646257
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1408783646347
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1408783646515
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1408783646587
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1408783646607
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1408783646649
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1408783646699
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1408783646722
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1408783646816
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1408783646826
os,sysinfo,,,"win32",1408783646830
arch,sysinfo,,,"x86",1408783646830
ws,sysinfo,,,"win32",1408783646830
locale,sysinfo,,,"zh_CN",1408783646830
processors,sysinfo,,,"2",1408783646831
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1408783646831
java.runtime.version,sysinfo,,,"1.7.0_04-b20",1408783646831
java.specification.name,sysinfo,,,"Java Platform API Specification",1408783646831
java.specification.vendor,sysinfo,,,"Oracle Corporation",1408783646831
java.specification.version,sysinfo,,,"1.7",1408783646831
java.vendor,sysinfo,,,"Oracle Corporation",1408783646831
java.version,sysinfo,,,"1.7.0_04",1408783646831
java.vm.info,sysinfo,,,"mixed mode, sharing",1408783646831
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1408783646831
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1408783646831
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1408783646831
java.vm.specification.version,sysinfo,,,"1.7",1408783646831
java.vm.vendor,sysinfo,,,"Oracle Corporation",1408783646831
java.vm.version,sysinfo,,,"23.0-b21",1408783646831
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1408783648247
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408783651471
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784327351
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784331559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784343251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784379927
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784496122
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784548901
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784561256
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784597813
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784598202
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784636116
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408784641813
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1408784642323
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1408784642341
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1408784642376
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1408784642585
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1408784642609
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1408784642625
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1408784642647
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1408792433295
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1408792433296
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1408792433297
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1408792433297
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1408792433299
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1408792433310
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1408792433311
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1408792433312
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1408792433338
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1408792433339
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1408792433350
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1408792433361
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1408792433363
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1408792433381
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1408792433383
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1408792433398
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1408792433442
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1408792433443
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1408792433444
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1408792433446
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1408792433448
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1408792433450
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1408792433463
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1408792433489
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1408792433491
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1408792433493
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1408792433495
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1408792433496
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1408792433498
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1408792433509
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1408792433541
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1408792433551
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1408792433563
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1408792433581
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1408792433594
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1408792433606
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1408792433608
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1408792433609
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1408792433617
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1408792433618
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1408792433620
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1408792433634
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1408792433635
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1408792433804
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1408792433818
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1408792433819
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1408792433820
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1408792433835
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1408792433836
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1408792433837
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1408792433849
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1408792433867
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1408792433868
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1408792433869
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1408792433869
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1408792433870
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1408792433872
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1408792433889
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1408792433890
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1408792433901
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1408792433902
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1408792433918
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1408792433933
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1408792433950
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1408792433952
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1408792433954
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1408792433966
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1408792433967
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1408792433989
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1408792433996
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1408792434010
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1408792434024
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1408792434025
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1408792434028
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1408792434042
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1408792434044
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1408792434045
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1408792434064
started,bundle,com.android.ide.eclipse.adt,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.adt",1408792434064
started,bundle,com.android.ide.eclipse.base,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.base",1408792434064
os,sysinfo,,,"win32",1408792434068
arch,sysinfo,,,"x86",1408792434068
ws,sysinfo,,,"win32",1408792434068
locale,sysinfo,,,"zh_CN",1408792434068
processors,sysinfo,,,"2",1408792434068
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1408792434068
java.runtime.version,sysinfo,,,"1.7.0_04-b20",1408792434068
java.specification.name,sysinfo,,,"Java Platform API Specification",1408792434068
java.specification.vendor,sysinfo,,,"Oracle Corporation",1408792434068
java.specification.version,sysinfo,,,"1.7",1408792434068
java.vendor,sysinfo,,,"Oracle Corporation",1408792434068
java.version,sysinfo,,,"1.7.0_04",1408792434068
java.vm.info,sysinfo,,,"mixed mode, sharing",1408792434068
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1408792434068
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1408792434068
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1408792434068
java.vm.specification.version,sysinfo,,,"1.7",1408792434068
java.vm.vendor,sysinfo,,,"Oracle Corporation",1408792434068
java.vm.version,sysinfo,,,"23.0-b21",1408792434068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792494053
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792496276
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792561346
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792562807
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792634702
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1408792636276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792640989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792654446
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408792656162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793103917
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793106129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793110787
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793112035
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793178849
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793181184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793235450
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1408793236490
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793238117
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793321377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793323243
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408793342375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408797723962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408797724213
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408797741195
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1408797743877
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1408797744267
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1408797744270
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1408797744287
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1408797744305
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1408797744318
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1408797744320
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1408797744333
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.6.2.v201403212031-1085508,"overlay.com.android.ide.eclipse.adt.overlay",1408797744333
stopped,bundle,com.android.ide.eclipse.adt,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.adt",1408797744333
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1408797744382
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1408797744411
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1408797744414
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1408797744414
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1408797744421
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1408797744426
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1408797744426
